uri,artist_names,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,uri_artist,artist_pop,num_followers,artist_genres,track_pop
spotify:track:7xJ1scIZpc33lZ7HpcrjCY,Grupo Firme,El Beneficio De La Duda,0.17,0.618,245501,0.662,0.0,0.316,-6.081,0,0.151,150.118,3,0.426,spotify:artist:1dKdetem2xEmjgvyymzytS,81,13658667,"['banda', 'musica mexicana', 'norteno', 'sierreno']",79
spotify:track:4dLLdfiniBhDP9dlJQIOi4,"Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?",0.168,0.672,193933,0.702,0.0,0.0445,-4.662,0,0.0314,90.039,4,0.615,spotify:artist:0ZCO8oVkMj897cKgFH7fRW,79,7816088,"['gruperas inmortales', 'musica mexicana', 'nu-cumbia', 'ranchera', 'tropical']",80
spotify:track:2nibvvDdAQkVraYP00z2RS,"Drake, 21 Savage",Calling For You (feat. 21 Savage),0.0548,0.571,285630,0.55,0.0,0.179,-6.567,1,0.106,120.947,4,0.104,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",62
spotify:track:4ZT0wGKwlJRjpMUuwZVy3p,Drake,Daylight,0.0149,0.566,164143,0.564,0.0,0.104,-7.88,0,0.277,139.92,4,0.0667,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",62
spotify:track:53KaP77tkliz36LPxWGlWK,Drake,Fear Of Heights,0.0127,0.697,155154,0.32,0.0,0.18,-9.347,0,0.214,136.976,4,0.0658,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",61
spotify:track:0Mrnt1YqVuW2bqmwu4VxDt,"Drake, Teezo Touchdown",Amen (feat. Teezo Touchdown),0.0636,0.646,141213,0.605,0.0,0.253,-7.59,1,0.188,90.156,3,0.309,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",59
spotify:track:1GpWY5RiInhezB8wGWs6oN,Drake,7969 Santa,0.554,0.487,259847,0.49,0.0,0.126,-9.373,0,0.0649,141.389,4,0.325,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",60
spotify:track:0w3Mfe4PIVjuFjJbe3OlYv,Drake,8am in Charlotte,0.643,0.567,266848,0.682,0.0,0.512,-6.423,1,0.274,79.043,4,0.668,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",67
spotify:track:3JZjcKImHcmOI9ylL4zrSc,Drake,Bahamas Promises,0.85,0.626,184090,0.309,1.31e-05,0.117,-10.397,1,0.0433,117.94,4,0.369,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64
spotify:track:3IHt4j5uAEl7iBu8Utn985,Drake,Tried Our Best,0.837,0.57,209991,0.295,0.0,0.167,-13.693,0,0.0445,84.139,3,0.231,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",66
spotify:track:1DAibqbopEYULPEtE8WHTE,Drake,What Would Pluto Do,0.0506,0.832,182998,0.555,0.0,0.213,-7.766,0,0.116,95.618,4,0.473,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",62
spotify:track:24FUBxaAYSBlWsbSnEzDcn,"Drake, PARTYNEXTDOOR",Members Only (feat. PARTYNEXTDOOR),0.245,0.647,277721,0.34,0.0,0.107,-8.795,0,0.0496,91.998,4,0.176,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",66
spotify:track:03rwnftfgpYVO6QDWOZcG6,Drake,Drew A Picasso,0.334,0.709,262769,0.377,0.0,0.176,-11.327,1,0.219,127.921,4,0.147,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",64
spotify:track:17IBDpAl3J39swaoPlfGpp,"Drake, Lil Yachty",Another Late Night (feat. Lil Yachty),0.0144,0.702,170415,0.71,0.0,0.144,-5.003,0,0.0459,158.129,4,0.282,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",63
spotify:track:1PIgY9ybyFT9uWLM5POYGY,"Drake, Chief Keef",All The Parties (feat. Chief Keef),0.543,0.572,218612,0.406,0.0,0.0982,-10.081,0,0.308,125.019,4,0.226,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",61
spotify:track:4IcbUXrAzBtn6iUO1LP471,Drake,Away From Home,0.0195,0.848,258593,0.625,0.0,0.109,-7.64,1,0.0587,93.019,4,0.226,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",59
spotify:track:3DeZc9cOc1DM8YNoJV8lAv,"Bizarrap, Milo j",Toy en el Mic,0.676,0.685,137054,0.545,0.0,0.174,-7.325,0,0.1,100.486,4,0.868,spotify:artist:716NhGYqD1jl2wI1Qkgq36,82,16848007,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",69
spotify:track:0aPs3kmiqmt9QG7gWXdefA,"Bizarrap, Milo j",No soy Eterno,0.343,0.549,151469,0.484,0.000161,0.342,-8.136,1,0.324,123.372,4,0.674,spotify:artist:716NhGYqD1jl2wI1Qkgq36,82,16848007,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",74
spotify:track:3oZZfVvLJuDYc4Vn3A63Fw,Drake,Polar Opposites,0.0924,0.44,257180,0.274,3.37e-06,0.128,-14.464,0,0.0809,76.513,4,0.343,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",60
spotify:track:0Vz146N2GxkVJw4kSGXrNi,JENNIE,You & Me (Coachella ver.),0.00487,0.748,179865,0.672,6.71e-06,0.242,-5.682,1,0.057,111.939,4,0.536,spotify:artist:250b0Wlc5Vk0CoUsaCY84M,83,7666973,['k-pop'],62
spotify:track:1mjAD7IYvI5UGiB7WnppMf,Drake,BBL Love - Interlude,0.845,0.502,161364,0.391,0.0,0.112,-9.013,1,0.0428,132.819,4,0.574,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",55
spotify:track:0ArVfVP8B5svkfj8clHNzB,Drake,Screw The World - Interlude,0.0644,0.823,112093,0.642,0.714,0.105,-5.922,1,0.258,146.781,4,0.629,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",50
spotify:track:68cUJFq7aAbgeurngTmngL,Junior H,$AD BOYZ II,0.399,0.548,208899,0.591,8.21e-06,0.174,-7.888,1,0.0592,83.411,3,0.383,spotify:artist:7Gi6gjaWy3DxyilpF1a8Is,91,20042526,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",70
spotify:track:2kQuhkFX7uSVepCD3h29g5,"Akon, Eminem",Smack That,0.323,0.939,212360,0.741,0.0,0.107,-5.171,0,0.0471,118.978,4,0.925,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,84,5048761,['dance pop'],83
spotify:track:4b7vk8SRcYgnxpk0JOIS7r,Travis Scott,Drugs You Should Try It,0.525,0.593,208488,0.559,0.00133,0.121,-8.104,0,0.0571,139.982,4,0.0729,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,94,34147990,"['rap', 'slap house']",76
spotify:track:7xjV9rXbAUDCreKgx2pkGY,"Mari Fernandez, Zé Felipe","Louco, Louco - Ao Vivo",0.702,0.891,137908,0.436,2.19e-06,0.116,-11.469,0,0.0825,133.964,4,0.962,spotify:artist:0BHm7qbh3ENxvXzkQAG7MP,74,3341291,"['agronejo', 'arrocha', 'arrochadeira', 'forro']",68
spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),0.149,0.88,172800,0.428,5.05e-05,0.114,-8.28,1,0.206,100.007,4,0.333,spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW,80,4514762,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",82
spotify:track:4uzKAj0mIyYmyhsRRyPXaQ,Alex Warren,Carry You Home,0.468,0.525,166881,0.66,3.3e-06,0.128,-7.094,1,0.111,123.787,4,0.458,spotify:artist:0fTSzq9jAh4c36UVb4V7CB,77,601804,"['gen z singer-songwriter', 'singer-songwriter pop']",78
spotify:track:02YMpD1xbZZzpZbuZNvmD7,"Gordo, Drake",Sideways,0.527,0.655,253770,0.57,0.43,0.105,-11.475,0,0.0487,121.843,4,0.487,spotify:artist:4Ge9GwmWnOQsohwPTrXyHc,65,126417,['unknown'],71
spotify:track:7aZDcmt34eouhqw29aMR91,David Kushner,Skin and Bones,0.649,0.484,214632,0.457,0.477,0.148,-10.205,1,0.0376,116.9,4,0.17,spotify:artist:33NVpKoXjItPwUJTMZIOiY,76,2426680,"['gen z singer-songwriter', 'singer-songwriter pop']",65
spotify:track:52A0oY4u5ufxrHC85JGf4x,Shawn Mendes,Why Why Why,0.00662,0.576,169041,0.735,2.68e-06,0.475,-6.75,1,0.091,104.992,4,0.455,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,84,43567190,"['canadian pop', 'pop', 'viral pop']",78
spotify:track:4VQO1UdVIecQqB49PlANHz,"Drake, Young Thug, 21 Savage",It's Up (feat. Young Thug & 21 Savage),0.0311,0.782,278001,0.719,0.0,0.157,-4.863,1,0.115,139.941,4,0.304,spotify:artist:3TVXtAsR1Inumwj472S9r4,96,93110115,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",59
spotify:track:53IRnAWx13PYmoVYtemUBS,Chappell Roan,Femininomenon,0.139,0.609,219711,0.758,5.38e-06,0.11,-4.885,0,0.0525,124.949,4,0.236,spotify:artist:7GlBOeep6PqTfFi59PTUUN,89,3739068,['indie pop'],82
spotify:track:3r8RuvgbX9s7ammBn07D3W,NewJeans,Ditto,0.027,0.814,185507,0.641,0.0,0.0993,-5.957,0,0.111,133.854,4,0.183,spotify:artist:6HvZYsbFfjnjFrWF950C9d,82,9410564,"['k-pop', 'k-pop girl group']",77
spotify:track:3DBtvrhv3SAgK7s6zBGgbe,Feid,LUCES DE TECNO,0.163,0.628,163787,0.673,0.0,0.097,-6.772,0,0.597,129.893,4,0.299,spotify:artist:2LRoIwlKmHjgvigdNGBHNo,92,14507853,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",0
spotify:track:5BKiMkWucQVb7wrFi29VtX,Jung Kook,3D (Alternate Ver.),0.0221,0.865,162545,0.785,0.0,0.286,-3.313,1,0.0483,108.031,4,0.836,spotify:artist:6HaGTQPmzraVmaVxvz6EUc,87,16322286,['k-pop'],54
spotify:track:6AENBD8I0mDGglFqrRZGu7,"Gusttavo Lima, Ana Castela",Canudinho - Ao Vivo,0.242,0.706,124512,0.866,0.0,0.381,-3.337,1,0.075,166.985,4,0.91,spotify:artist:7MiDcPa6UiV3In7lIM71IN,82,21808805,"['agronejo', 'arrocha', 'sertanejo', 'sertanejo universitario']",65
spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,0.165,0.461,228373,0.593,0.0,0.307,-4.954,1,0.0356,134.165,3,0.174,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,96,93796021,"['canadian contemporary r&b', 'canadian pop', 'pop']",83
spotify:track:4fzyvSu73BhGvi96p2zwjL,Coldplay,Christmas Lights,0.131,0.315,242496,0.418,0.000679,0.0836,-9.146,1,0.0299,129.116,4,0.237,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,92,54439131,"['permanent wave', 'pop']",58
spotify:track:18uSfZqFBxQFi8CsXOIbhy,Cher,DJ Play A Christmas Song,0.157,0.533,209107,0.76,0.0,0.614,-7.256,0,0.121,133.916,4,0.466,spotify:artist:72OaDtakiy6yFqkt4TsiFt,71,3483882,"['dance pop', 'pop']",50
spotify:track:7MSYSOobsombc1mbDWFxtD,Donny Hathaway,This Christmas,0.292,0.634,231173,0.645,0.0,0.246,-9.2,1,0.0376,93.047,4,0.677,spotify:artist:0HU0U9kdXEHZVxUNbuQe8S,57,604665,"['chicago soul', 'classic soul', 'funk', 'neo soul', 'quiet storm', 'soul', 'southern soul']",43
spotify:track:1VuAamHM7P3VQQEXYGG3Uu,Nat King Cole,Joy To The World,0.818,0.553,84987,0.337,0.0,0.113,-10.334,1,0.0303,102.213,4,0.664,spotify:artist:7v4imS0moSyGdXyLgVTIV7,72,2326173,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",59
spotify:track:25leEEaz1gIpp7o21Fqyjo,Gene Autry,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,0.799,0.834,150267,0.371,0.0,0.275,-11.99,1,0.0358,96.628,4,0.976,spotify:artist:5ixB75BQR3ADoWQkcHQJTs,53,71757,"['classic oklahoma country', 'cowboy western', 'traditional country', 'yodeling']",63
spotify:track:4tHqQMWSqmL6YjXwsqthDI,John Williams,Carol of the Bells,0.994,0.418,85267,0.106,0.0292,0.179,-22.507,0,0.0448,46.718,4,0.8,spotify:artist:3dRfiJ2650SZu6GbydcHNb,73,1456639,"['orchestral soundtrack', 'soundtrack']",65
spotify:track:7n7VsX3sv66znBwA8b5uhp,Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),0.968,0.575,115827,0.236,0.0178,0.105,-16.982,1,0.0422,79.576,4,0.829,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,80,9989781,"['rock-and-roll', 'rockabilly']",56
spotify:track:7Ivelh8N9J25Yj9KKxYj6w,Michael Bublé,Santa Claus Is Coming to Town,0.786,0.59,171807,0.396,0.0,0.0355,-7.055,1,0.0523,122.915,4,0.416,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,77,6434653,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",52
spotify:track:2L9QLAhrvtP4EYg1lY0Tnw,Dean Martin,Rudolph The Red-Nosed Reindeer,0.919,0.478,135760,0.201,0.0,0.0854,-16.79,1,0.0332,136.47,4,0.857,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,71,1759465,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",58
spotify:track:1QLZKzC2pjP4ySf4ALrNhm,Ava Max,Christmas Without You,0.424,0.654,169245,0.596,0.0,0.11,-4.68,1,0.0458,118.078,4,0.382,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,81,7165896,['pop'],56
spotify:track:1Qi2wh8fFgDV7tl4Sj3f2K,Sam Smith,Have Yourself A Merry Little Christmas,0.957,0.438,170964,0.178,1.1e-06,0.316,-9.402,1,0.0414,75.25,1,0.344,spotify:artist:2wY79sveU1sp5g7SokKOiI,84,24573151,"['pop', 'uk pop']",54
spotify:track:5eK52eAjFLLBNhOUIuBnBe,Stevie Wonder,What Christmas Means To Me,0.202,0.524,147800,0.612,0.0,0.0802,-8.053,1,0.0362,82.226,4,0.768,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,77,6647802,"['motown', 'soul']",3
spotify:track:47otoIkhx3fkdivEXL5OB6,Burl Ives,Rudolph The Red-Nosed Reindeer,0.671,0.671,130027,0.275,0.0,0.199,-12.755,1,0.0385,152.649,4,0.806,spotify:artist:0MHgLfmQdutffmvWe5XBTN,55,102222,"['adult standards', 'american folk revival']",55
spotify:track:4MrfQL4TYQXJBlZYpAHTuE,Dean Martin,"Baby, It's Cold Outside",0.88,0.439,143733,0.196,0.0,0.0513,-16.093,1,0.0601,129.581,4,0.525,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,71,1759465,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",56
spotify:track:3bMfUUpzUzqWp9II00yRhE,Vince Guaraldi Trio,Christmas Time Is Here,0.984,0.367,163093,0.122,4.37e-05,0.172,-21.34,0,0.0319,75.265,3,0.104,spotify:artist:4ytkhMSAnrDP8XzRNlw9FS,61,156162,['jazz trio'],57
spotify:track:4qBejt9FeqLI9blHI1Nq1x,"Michael Bublé, The Puppini Sisters",Jingle Bells (feat. The Puppini Sisters),0.634,0.702,159973,0.588,0.0,0.198,-5.914,1,0.0563,122.945,3,0.849,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,77,6434653,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",42
spotify:track:15coTBAzEN1bOeipoNDZAR,*NSYNC,"Merry Christmas, Happy Holidays",0.104,0.643,255307,0.939,0.0,0.881,-3.967,1,0.0463,104.999,4,0.756,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,77,2706708,"['boy band', 'dance pop', 'pop']",48
spotify:track:78pn8k7RogKo2oxl0DyX6d,Leona Lewis,One More Sleep,0.464,0.638,239587,0.813,0.0,0.344,-3.849,1,0.0362,112.986,4,0.754,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,66,3610289,"['british soul', 'dance pop', 'pop', 'talent show']",55
spotify:track:65irrLqfCMRiO3p87P4C0D,Ella Fitzgerald,Frosty The Snowman,0.733,0.579,131733,0.502,0.0,0.281,-7.57,1,0.0513,76.783,4,0.836,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,69,2553631,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",59
spotify:track:5xDrO9DEDJGUQGfyoHvgDJ,Ariana Grande,Last Christmas,0.125,0.504,203653,0.8,0.0,0.109,-2.763,1,0.0391,205.945,4,0.789,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,92,100803893,['pop'],62
spotify:track:0Ie5uiv54KgCr7P4sYDTHl,"Idina Menzel, Michael Bublé",Baby It's Cold Outside (with Michael Bublé),0.647,0.553,166147,0.476,0.0,0.281,-8.869,1,0.0649,113.401,3,0.558,spotify:artist:73Np75Wv2tju61Eo9Zw4IR,72,502371,"['hollywood', 'movie tunes', 'show tunes']",61
spotify:track:3lkYS3iMpWMVpaJ0yJAFrJ,The Jackson 5,I Saw Mommy Kissing Santa Claus,0.356,0.574,181200,0.604,1.51e-05,0.792,-11.652,1,0.0589,129.201,4,0.653,spotify:artist:2iE18Oxc8YSumAU232n4rW,67,1645325,"['motown', 'soul']",22
spotify:track:2FPfeYlrbSBR8PwCU0zaqq,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,0.913,0.303,206600,0.137,7.31e-06,0.267,-15.235,1,0.032,137.484,4,0.299,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,79,7535660,"['adult standards', 'easy listening', 'lounge']",63
spotify:track:7faDzZnZYqTyYThx2sbHVQ,Frank Sinatra,Mistletoe And Holly - Remastered 1999,0.802,0.616,136427,0.103,0.0,0.076,-14.404,1,0.0395,110.612,4,0.338,spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0,79,7535660,"['adult standards', 'easy listening', 'lounge']",53
spotify:track:1Wf14bTyb6UeKojy8ykPYm,Andy Williams,Happy Holiday / The Holiday Season,0.825,0.462,157000,0.402,0.0,0.189,-13.792,1,0.0353,148.956,4,0.7,spotify:artist:4sj6D0zlMOl25nprDJBiU9,63,547490,"['adult standards', 'easy listening']",55
spotify:track:5Q2P43CJra0uRAogjHyJDK,"Brett Eldredge, Meghan Trainor","Baby, It's Cold Outside (feat. Meghan Trainor)",0.738,0.583,173560,0.572,0.0,0.266,-4.776,1,0.0366,113.998,4,0.684,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,60,1474763,"['contemporary country', 'country', 'country road', 'modern country rock']",60
spotify:track:1mH6tZC6iXIHPI6EixCwxw,Wizzard,I Wish It Could Be Christmas Everyday,0.00422,0.383,278947,0.914,1.4e-05,0.444,-6.43,1,0.0515,139.955,4,0.528,spotify:artist:7823Dim2TzjiQQ9wRQxyi9,41,47289,['glam rock'],52
spotify:track:1NghHeg0wE32eBYrQBVQXL,Train,Shake Up Christmas,0.0031,0.458,232213,0.831,0.0,0.337,-2.187,1,0.0654,81.531,4,0.572,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,76,4337343,"['dance pop', 'neo mellow', 'pop', 'pop rock']",52
spotify:track:51hyZpbJlIgZIaX3TtMxmu,Tate McRae,run for the hills,0.502,0.543,143940,0.857,0.0,0.119,-3.341,1,0.0945,129.918,4,0.321,spotify:artist:45dkTj5sMRSjrmBSBeiHym,85,6125725,['pop'],79
spotify:track:2FoahzOSxJnalPA8aBUme3,21 Savage,all of me,0.122,0.652,198293,0.806,1.08e-05,0.842,-5.707,0,0.302,159.947,4,0.779,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",71
spotify:track:2K7sv1mno9PvbXVBpqvSKn,21 Savage,sneaky,0.000383,0.742,201672,0.685,0.00428,0.147,-7.526,1,0.149,155.037,4,0.306,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",66
spotify:track:47yD0e9MCRIB8dgUXPfyW3,"21 Savage, Young Thug, Metro Boomin",pop ur shit,0.263,0.853,193320,0.533,0.00406,0.134,-6.647,1,0.126,123.066,4,0.306,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",62
spotify:track:0fyP96TikhD9sM4eKqw5Yp,"21 Savage, Lil Durk, Metro Boomin",dangerous,0.0657,0.753,265305,0.837,0.0,0.151,-4.673,0,0.278,151.949,4,0.589,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",65
spotify:track:4Xzq2WibDHR5Eufi21HlEZ,"21 Savage, Brent Faiyaz",should've wore a bonnet,0.0441,0.607,186771,0.762,0.0,0.348,-5.305,1,0.0676,144.961,4,0.428,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",65
spotify:track:5wttBUDyaHAR5q9fYnN3YF,"21 Savage, Summer Walker",prove it,0.377,0.565,207586,0.743,0.0,0.23,-5.425,0,0.172,133.924,4,0.266,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",73
spotify:track:4yLyVdEqV790aIXyGif85v,"21 Savage, Tommy Newport, Mikky Ekko",red sky,0.187,0.474,176835,0.621,0.0,0.16,-8.253,0,0.103,114.314,4,0.396,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",63
spotify:track:17CWWoszMuoGecCJzmOubE,Lil Nas X,J CHRIST,0.0278,0.726,153767,0.62,0.0,0.637,-6.359,1,0.112,150.042,4,0.943,spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,76,12411394,['lgbtq+ hip hop'],58
spotify:track:5KI7I4mEtulXcv5VQJaV35,"21 Savage, Burna Boy, Metro Boomin",just like me,0.479,0.701,231338,0.653,2.82e-05,0.306,-4.695,1,0.105,82.984,4,0.505,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",60
spotify:track:5P1z8XwsCStb74emERTx9v,21 Savage,letter to my brudda,0.222,0.45,159134,0.87,2.85e-06,0.291,-4.224,0,0.309,156.727,4,0.588,spotify:artist:1URnnhqYAYcrqrcwql10ft,89,20494004,"['atl hip hop', 'hip hop', 'rap']",57
spotify:track:2UDARQiksl207HcSduDpov,"Beyoncé, Post Malone",LEVII'S JEANS,0.302,0.755,257699,0.43,2.71e-06,0.121,-7.482,1,0.0359,115.964,4,0.325,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",64
spotify:track:6ocGUvvzNkvf4hAV9VFb4P,Beyoncé,AMERIICAN REQUIEM,0.0963,0.374,325038,0.515,0.0,0.171,-6.482,1,0.0363,93.769,4,0.0568,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",39
spotify:track:3LJeR75SmszOUSvE1qNZDF,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, Reyna Roberts",BLACKBIIRD,0.716,0.476,131949,0.192,0.0,0.11,-12.553,1,0.0269,93.709,4,0.201,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",48
spotify:track:27a8HLPwti6tmgQ6FR8aVI,Beyoncé,DAUGHTER,0.789,0.372,203851,0.448,0.0,0.118,-10.04,0,0.0366,114.404,4,0.386,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",42
spotify:track:5UcUppRaEIBMIHXiUFl7LI,"Beyoncé, Linda Martell, Shaboozey",SPAGHETTII,0.476,0.504,158477,0.624,0.0,0.0996,-7.444,1,0.428,94.522,3,0.333,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",60
spotify:track:7x5ziCOQFir0AQN8dFisK6,Beyoncé,16 CARRIAGES,0.382,0.525,227250,0.456,0.0,0.167,-7.042,1,0.0798,126.691,4,0.342,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",47
spotify:track:0K9tfzrxJyCQIf7oAlPwaK,Beyoncé,YA YA,0.317,0.617,274766,0.904,0.0,0.507,-5.371,1,0.341,151.926,4,0.764,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",62
spotify:track:11sirgYaEutV40tkvgpHN6,"j-hope, Gaeko, YOON MIRAE",NEURON (with Gaeko & YOON MIRAE),0.0812,0.669,273290,0.9,0.0,0.227,-4.207,1,0.253,93.902,4,0.699,spotify:artist:0b1sIQumIAsNbqAoIClSpy,74,18083812,"['k-pop', 'k-rap']",77
spotify:track:3koE8h6ORJ28j0xEPO4n6K,"Beyoncé, Rumi Carter",PROTECTOR,0.861,0.377,184400,0.33,0.0,0.318,-9.476,1,0.0525,84.624,4,0.574,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",39
spotify:track:3evCfqmaP5ZFbWMeFI0E21,Beyoncé,ALLIIGATOR TEARS,0.203,0.64,179398,0.646,0.0,0.23,-9.665,1,0.0775,74.36,4,0.681,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",39
spotify:track:7EG3kXbKmNC1OismTn6ZG5,Beyoncé,MY ROSE,0.771,0.384,53443,0.177,0.0,0.0943,-11.755,0,0.0418,175.953,3,0.59,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",35
spotify:track:3NtCIBBz5pEAVGeHL4h5mS,"Beyoncé, Dolly Parton",TYRANT,0.083,0.751,250725,0.648,0.0,0.585,-4.21,1,0.183,126.032,4,0.813,spotify:artist:6vWDO969PvNqNYHIOW5v0m,87,38878454,"['pop', 'r&b']",52
